case_id,client_name,client_segment,strategic_client,fund_type,domicile,num_sub_funds,num_share_classes,num_jurisdictions,num_delegates,missing_documents,aml_status,kyc_status,risk_rating,client_priority,sla_days,regulatory_review_required,blocker_count,latest_blocker_type,complexity_score,complexity_label,actual_effort_hours,actual_completion_days,operational_pressure_score,pressure_band,sla_breached
C04010,Emerald Capital,Small / Emerging,False,Real Estate,Ireland,15,3,1,1,3,Completed,In Progress,Medium,Critical,20,0,0,None,95.3,Medium,95.0,13.7,54.9,Medium,0
C04011,Harbour Capital,Small / Emerging,False,Hedge Fund,Cayman Islands,4,15,4,5,8,Completed,In Progress,High,Critical,20,0,3,None,158.7,High,173.3,25.9,66.0,High,0
C04012,Aon,High Profile,True,Hedge Fund,UK,15,39,6,7,9,Blocked,Completed,High,Critical,45,0,3,Client Dependency,256.4,High,230.2,35.0,81.0,High,1
C04013,NorthPeak,Small / Emerging,False,Real Estate,Malta,1,10,4,4,7,Completed,In Progress,Low,Normal,45,0,1,None,85.3,Medium,93.5,16.9,46.4,Medium,1
C04014,Legal & General,Institutional,False,Hedge Fund,UK,11,18,5,4,3,Pending,Completed,Low,Normal,15,0,3,None,133.0,High,108.1,18.2,76.0,High,0
C04015,Liffey Investments,Small / Emerging,False,Money Market,Ireland,7,14,2,3,9,In Progress,Completed,High,Low,30,1,3,AML Delay,135.8,High,98.0,14.5,59.0,Medium,0
C04016,Emerald Capital,Small / Emerging,False,Hedge Fund,UK,12,17,1,1,9,Completed,Pending,High,High,45,0,1,Client Dependency,135.7,High,129.7,18.5,63.0,Medium,0
C04017,DWS,Institutional,False,UCITS,UK,14,20,1,0,10,In Progress,In Progress,High,Normal,45,0,2,Missing Documents,130.3,High,139.6,21.5,56.0,Medium,1
C04018,Schroders,Institutional,False,Private Equity,Ireland,4,17,4,6,11,In Progress,In Progress,High,Normal,30,0,0,Regulatory Review,138.7,High,124.8,18.9,50.0,Medium,1
C04019,NorthPeak,Small / Emerging,False,Private Equity,UK,7,14,5,4,8,Completed,Completed,Medium,Critical,30,1,1,None,139.5,High,163.0,25.3,53.0,Medium,0
C04020,NorthPeak,Small / Emerging,False,UCITS,UK,3,9,3,3,6,Pending,Completed,Medium,Normal,15,0,2,Missing Documents,92.6,Medium,112.1,19.9,69.7,High,0
C04021,Celtic Investments,Small / Emerging,False,Money Market,Malta,5,29,1,5,12,Pending,Completed,Medium,Normal,45,0,2,None,124.8,Medium,94.0,16.0,66.0,High,0
C04022,SilverStone,Small / Emerging,False,AIF,Ireland,2,17,3,6,14,In Progress,Completed,High,High,20,0,2,Regulatory Review,141.7,High,143.0,20.5,63.0,Medium,0
C04023,M&G,Institutional,False,Money Market,Ireland,6,2,2,6,4,Blocked,Completed,Medium,Normal,30,1,1,None,112.0,Medium,86.0,16.4,63.0,Medium,0
C04024,BNY,Institutional,False,AIF,Malta,14,20,1,5,15,Completed,Completed,Medium,High,15,1,2,None,149.3,High,137.5,21.5,63.0,Medium,0
C04025,Evercrest,Small / Emerging,False,UCITS,Ireland,1,22,2,4,15,In Progress,In Progress,Low,Normal,30,0,0,AML Delay,92.3,Medium,73.9,13.6,46.5,Medium,0
C04026,Apollo,High Profile,True,UCITS,Luxembourg,23,34,5,5,13,Completed,Pending,Medium,Critical,10,0,4,None,234.7,High,216.0,33.2,99.0,Critical,0
C04027,Evercrest,Small / Emerging,False,Hedge Fund,Cayman Islands,10,16,4,5,0,Completed,Completed,Low,Normal,30,0,3,None,106.3,Medium,98.0,17.0,59.0,Medium,0
C04028,Aon,High Profile,True,Private Equity,Cayman Islands,19,36,3,4,4,In Progress,In Progress,High,Normal,10,0,4,Regulatory Review,206.3,High,233.8,32.7,89.0,Critical,1
C04029,Arbour Wealth,Small / Emerging,False,Hedge Fund,Cayman Islands,4,23,1,4,13,Completed,Completed,High,High,30,1,2,AML Delay,148.6,High,176.5,26.4,56.0,Medium,0
C04030,SilverStone,Small / Emerging,False,UCITS,Cayman Islands,13,2,4,4,2,In Progress,Pending,Medium,Normal,15,0,2,KYC Issue,114.8,Medium,108.0,18.1,73.0,High,0
C04031,Apollo,High Profile,True,UCITS,Ireland,13,36,6,9,9,Completed,Completed,High,High,15,0,3,Regulatory Review,208.6,High,208.8,31.5,78.0,High,0
C04032,Aon,High Profile,True,Real Estate,Luxembourg,13,10,5,6,8,Pending,In Progress,Low,Critical,10,0,3,Analyst Unavailable,187.5,High,198.3,27.5,96.0,Critical,0
C04033,OakBridge,Small / Emerging,False,Real Estate,Ireland,3,6,1,3,15,In Progress,Completed,Low,Normal,30,1,2,Missing Documents,108.9,Medium,118.3,17.9,56.0,Medium,1
C04034,Abrdn,Institutional,False,Private Equity,Luxembourg,6,16,2,0,10,Pending,Completed,Medium,Normal,20,0,2,None,111.0,Medium,117.8,19.2,73.0,High,0
C04035,RiverRock,High Profile,True,Hedge Fund,Malta,22,32,5,3,4,Blocked,In Progress,Low,High,20,1,4,None,230.2,High,207.4,29.4,91.0,Critical,0
C04036,Legal & General,Institutional,False,UCITS,Malta,6,29,2,6,15,Completed,In Progress,Low,Normal,20,0,1,None,115.9,Medium,128.0,20.3,60.0,Medium,0
C04037,SilverStone,Small / Emerging,False,AIF,Malta,6,8,5,4,9,Pending,In Progress,Low,Normal,30,0,0,None,98.8,Medium,118.2,18.2,59.5,Medium,0
C04038,Goldman Sachs,Institutional,False,Money Market,Ireland,3,1,5,5,9,In Progress,Completed,Medium,Normal,45,0,0,AML Delay,86.1,Medium,82.7,14.8,43.7,Medium,0
C04039,Legal & General,Institutional,False,AIF,Cayman Islands,2,19,5,0,12,Completed,Completed,High,Normal,20,0,0,AML Delay,94.7,Medium,85.3,14.5,54.6,Medium,0
C04040,BlackRock,Institutional,False,Private Equity,UK,6,25,2,2,8,Completed,Pending,Medium,Normal,10,0,2,None,119.6,Medium,132.2,19.1,81.0,High,0
C04041,Varagon Generation,High Profile,True,Hedge Fund,Malta,8,30,4,5,11,Completed,In Progress,Medium,Critical,10,0,4,KYC Issue,194.4,High,188.7,29.9,89.0,Critical,1
C04042,Abrdn,Institutional,False,UCITS,Malta,7,7,2,0,9,Pending,Pending,High,High,30,0,2,None,128.7,High,154.4,22.6,76.0,High,0
C04043,M&G,Institutional,False,Hedge Fund,Luxembourg,7,26,5,0,13,Completed,Pending,Medium,High,15,0,3,None,156.6,High,137.5,19.6,76.0,High,0
C04044,Fidelity,Institutional,False,Private Equity,Luxembourg,3,6,5,0,1,Completed,In Progress,Low,High,30,0,1,None,71.2,Low,64.1,12.7,40.0,Medium,0
C04045,Schroders,Institutional,False,Real Estate,UK,11,4,5,1,5,Completed,In Progress,Low,Normal,45,0,2,None,99.9,Medium,97.7,14.8,56.0,Medium,0
C04046,Aon,High Profile,True,AIF,Luxembourg,12,13,6,8,11,In Progress,Failed,High,High,45,1,4,None,242.1,High,276.7,39.8,84.0,High,1
C04047,BNY,Institutional,False,Real Estate,Cayman Islands,15,2,2,0,7,Completed,Completed,High,Normal,45,0,1,AML Delay,104.7,Medium,82.5,14.0,53.0,Medium,1
C04048,Abrdn,Institutional,False,AIF,Luxembourg,1,6,5,3,9,Pending,In Progress,Medium,High,45,0,3,KYC Issue,124.7,Medium,114.2,19.7,69.0,High,1
C04049,State Street,Institutional,False,Money Market,Cayman Islands,12,18,2,2,6,Completed,In Progress,High,Low,20,0,2,KYC Issue,118.6,Medium,93.4,13.7,63.0,Medium,0
C04050,BNY,Institutional,False,Money Market,Cayman Islands,5,10,5,3,1,Completed,Pending,Medium,High,30,0,0,Regulatory Review,86.3,Medium,77.7,13.0,53.8,Medium,1
C04051,State Street,Institutional,False,Real Estate,Malta,9,27,4,5,13,Completed,Completed,Medium,Normal,20,0,2,None,144.8,High,156.7,24.4,63.0,Medium,0
C04052,Northern Trust,Institutional,False,Real Estate,Luxembourg,6,6,4,5,9,Completed,Completed,High,High,20,0,3,None,143.2,High,127.7,21.5,66.0,High,0
C04053,OakBridge,Small / Emerging,False,AIF,UK,13,24,5,3,7,Pending,Pending,Medium,Normal,20,0,0,None,135.9,High,143.6,24.1,77.0,High,0
C04054,GreenRock,Small / Emerging,False,Money Market,Malta,1,20,2,6,12,Completed,Completed,Medium,Normal,30,0,2,Analyst Unavailable,101.8,Medium,107.8,15.8,56.0,Medium,0
C04055,Blue Horizon,Small / Emerging,False,Money Market,UK,14,11,3,5,14,Completed,Completed,Medium,Normal,15,0,0,Regulatory Review,112.8,Medium,117.4,18.1,57.0,Medium,0
C04056,AllianzGI,Institutional,False,Money Market,Malta,12,11,4,3,11,Blocked,Completed,Medium,Low,15,1,3,AML Delay,163.0,High,153.3,21.8,76.0,High,0
C04057,Varagon Generation,High Profile,True,AIF,Malta,9,14,6,6,14,Blocked,Completed,Medium,Critical,20,0,4,Client Dependency,212.2,High,223.6,32.4,91.0,Critical,1
C04058,Arbour Wealth,Small / Emerging,False,Money Market,UK,10,16,2,2,6,In Progress,In Progress,Low,Low,15,0,1,KYC Issue,87.6,Medium,71.6,10.6,54.4,Medium,0
C04059,NorthPeak,Small / Emerging,False,Hedge Fund,UK,10,17,5,3,13,Completed,Pending,Low,High,20,0,3,AML Delay,156.5,High,170.0,26.9,76.0,High,0
C04060,Goldman Sachs,Institutional,False,Money Market,Ireland,13,2,3,0,5,Completed,Completed,Low,High,20,1,3,None,99.2,Medium,97.8,14.6,65.6,High,1
C04061,Celtic Investments,Small / Emerging,False,Hedge Fund,Ireland,5,19,2,5,3,In Progress,In Progress,Medium,Critical,20,0,0,None,112.6,Medium,134.4,20.9,57.0,Medium,0
C04062,Varagon Generation,High Profile,True,Real Estate,UK,18,14,4,8,13,Pending,In Progress,High,Critical,10,0,3,None,240.7,High,225.1,34.8,96.0,Critical,1
C04063,BlackRock,Institutional,False,Money Market,Ireland,11,4,3,6,7,Completed,Completed,Medium,Normal,30,0,0,None,88.0,Medium,77.5,14.7,44.6,Medium,0
C04064,Invesco,Institutional,False,Private Equity,UK,3,20,4,2,8,Pending,Failed,Low,Normal,30,0,1,None,126.0,High,111.9,19.2,73.0,High,0
C04065,BNY,Institutional,False,AIF,UK,5,28,4,4,11,Completed,Completed,Low,Normal,15,0,0,AML Delay,90.7,Medium,101.5,16.4,52.8,Medium,0
C04066,PIMCO,Institutional,False,Private Equity,Ireland,1,24,2,0,10,In Progress,In Progress,Medium,High,30,0,2,Missing Documents,114.4,Medium,116.2,18.6,56.0,Medium,0
C04067,BlackRock,Institutional,False,Hedge Fund,Malta,10,15,1,2,8,Completed,In Progress,Low,Critical,45,0,2,None,114.9,Medium,95.0,15.8,56.0,Medium,0
C04068,Varagon Generation,High Profile,True,UCITS,Malta,19,31,5,7,18,In Progress,Completed,High,Normal,10,0,1,None,211.0,High,207.5,31.0,80.0,High,0
C04069,BNY,Institutional,False,Hedge Fund,UK,3,28,5,1,2,Completed,Failed,Medium,Low,15,0,2,None,122.6,Medium,150.1,24.9,73.0,High,1
C04070,BlackRock,Institutional,False,UCITS,Cayman Islands,4,12,1,4,15,In Progress,Completed,Medium,High,30,0,0,None,97.4,Medium,99.2,16.8,48.8,Medium,0
C04071,Goldman Sachs,Institutional,False,Private Equity,UK,15,12,4,0,10,Completed,Pending,High,Normal,10,0,1,Missing Documents,142.6,High,127.5,18.6,78.0,High,0
C04072,Goldman Sachs,Institutional,False,Private Equity,Malta,11,4,5,1,7,In Progress,In Progress,Medium,Normal,20,0,2,KYC Issue,122.5,Medium,139.3,20.4,63.0,Medium,0
C04073,Arbour Wealth,Small / Emerging,False,AIF,Cayman Islands,10,16,5,4,4,Completed,In Progress,Medium,Normal,30,0,2,Missing Documents,113.5,Medium,134.0,22.9,56.0,Medium,0
C04074,State Street,Institutional,False,AIF,Malta,9,21,4,2,13,Completed,In Progress,Low,Normal,45,0,0,Regulatory Review,98.5,Medium,92.8,14.8,49.3,Medium,0
C04075,BNY,Institutional,False,AIF,Malta,8,10,5,0,10,In Progress,In Progress,Low,High,20,0,1,None,102.1,Medium,89.1,16.1,60.0,Medium,0
C04076,PIMCO,Institutional,False,Private Equity,Cayman Islands,10,7,5,0,9,Completed,In Progress,Medium,Normal,45,0,0,None,99.8,Medium,112.5,17.6,49.9,Medium,0
C04077,Evercrest,Small / Emerging,False,Private Equity,Luxembourg,14,18,3,6,4,Completed,Pending,High,Normal,20,0,0,None,139.9,High,136.3,21.7,67.0,High,0
C04078,NorthPeak,Small / Emerging,False,Hedge Fund,Cayman Islands,13,16,4,2,1,In Progress,In Progress,Medium,Normal,20,0,2,None,121.7,Medium,138.5,23.3,63.0,Medium,0
C04079,Northern Trust,Institutional,False,Money Market,Luxembourg,10,5,2,1,8,Completed,In Progress,Low,Normal,15,0,1,None,71.9,Low,80.0,15.0,47.4,Medium,0
C04080,Apollo,High Profile,True,Money Market,Luxembourg,25,40,6,4,13,Blocked,Completed,Medium,High,20,0,4,None,250.9,High,284.5,41.8,91.0,Critical,1
C04081,DWS,Institutional,False,UCITS,Ireland,7,25,4,2,6,Completed,Completed,High,Normal,15,0,2,KYC Issue,115.2,Medium,109.2,16.0,63.0,Medium,0
C04082,Schroders,Institutional,False,Private Equity,Malta,12,23,4,0,15,Completed,In Progress,Medium,Low,30,0,3,Missing Documents,150.3,High,148.6,24.1,59.0,Medium,0
C04083,Northern Trust,Institutional,False,Private Equity,UK,7,15,3,0,8,Blocked,In Progress,Medium,Critical,45,1,0,Missing Documents,144.3,High,170.4,26.5,60.0,Medium,0
C04084,Blue Horizon,Small / Emerging,False,Private Equity,Malta,6,2,2,1,8,Pending,Completed,Medium,Normal,30,0,0,None,82.7,Medium,82.2,15.7,52.2,Medium,0
C04085,Goldman Sachs,Institutional,False,Real Estate,Cayman Islands,14,7,4,1,5,Completed,Pending,Low,Low,15,0,1,KYC Issue,103.4,Medium,95.9,14.3,70.0,High,0
C04086,PIMCO,Institutional,False,Hedge Fund,Cayman Islands,10,15,5,3,9,Completed,Completed,Medium,High,20,0,2,Missing Documents,133.7,High,129.7,19.4,63.0,Medium,0
C04087,BNY,Institutional,False,Hedge Fund,UK,15,27,1,3,9,Blocked,Pending,High,Critical,30,0,0,None,185.3,High,149.9,22.7,70.0,High,0
C04088,J.P. Morgan,Institutional,False,UCITS,Malta,8,28,1,0,9,Pending,In Progress,High,High,45,0,3,None,144.2,High,125.5,20.7,69.0,High,0
C04089,Fidelity,Institutional,False,UCITS,Cayman Islands,10,8,1,4,13,Pending,Pending,Medium,High,20,0,0,None,123.8,Medium,112.9,17.8,77.0,High,0
C04090,Fidelity,Institutional,False,Private Equity,Luxembourg,6,16,2,4,10,In Progress,In Progress,Low,Low,15,0,2,Missing Documents,115.0,Medium,100.9,18.2,63.0,Medium,0
C04091,Abrdn,Institutional,False,Hedge Fund,UK,11,11,1,0,11,Completed,Completed,High,High,30,0,1,None,115.8,Medium,116.9,17.6,53.0,Medium,0
C04092,GreenRock,Small / Emerging,False,Private Equity,Malta,4,10,1,4,11,In Progress,Failed,Low,High,20,0,3,None,137.6,High,123.6,19.7,76.0,High,0
C04093,Goldman Sachs,Institutional,False,Hedge Fund,UK,15,25,3,4,15,Completed,Pending,Low,Normal,15,0,3,None,165.0,High,175.1,25.1,76.0,High,0
C04094,PIMCO,Institutional,False,UCITS,UK,4,24,3,0,1,Completed,Pending,Medium,Normal,30,0,0,None,67.8,Low,75.5,14.3,45.5,Medium,0
C04095,RiverRock,High Profile,True,UCITS,Luxembourg,12,19,7,4,7,In Progress,Pending,High,Critical,30,0,4,None,213.2,High,208.2,30.3,84.0,High,0
C04096,Apollo,High Profile,True,Private Equity,Luxembourg,13,10,5,5,10,In Progress,Pending,High,High,20,1,1,Missing Documents,201.6,High,161.0,23.1,82.0,High,0
C04097,Abrdn,Institutional,False,Real Estate,Ireland,2,19,1,1,7,Completed,Failed,Medium,Normal,20,0,3,KYC Issue,114.7,Medium,94.4,14.2,76.0,High,1
C04098,Evercrest,Small / Emerging,False,Real Estate,Luxembourg,1,29,2,2,12,Completed,Failed,High,Low,20,1,2,Client Dependency,159.0,High,165.2,23.5,73.0,High,0
C04099,AllianzGI,Institutional,False,Money Market,Malta,6,21,1,0,0,Completed,Completed,Medium,Critical,20,0,2,None,76.5,Medium,91.0,13.8,52.4,Medium,0
C04100,Emerald Capital,Small / Emerging,False,Private Equity,Malta,1,15,3,2,4,In Progress,In Progress,High,Normal,45,0,2,Missing Documents,111.9,Medium,87.2,14.5,56.0,Medium,0
C04101,Blue Horizon,Small / Emerging,False,AIF,Malta,12,23,4,6,12,In Progress,Completed,Low,Normal,30,1,1,None,139.4,High,120.0,17.3,53.0,Medium,0
C04102,DWS,Institutional,False,Real Estate,UK,14,26,2,5,6,Pending,Completed,Low,High,30,1,2,None,154.9,High,120.9,20.0,66.0,High,0
C04103,J.P. Morgan,Institutional,False,UCITS,UK,15,3,2,6,4,Completed,Completed,Medium,Normal,15,1,0,AML Delay,96.6,Medium,93.1,15.2,55.5,Medium,0
C04104,J.P. Morgan,Institutional,False,Hedge Fund,Luxembourg,2,10,3,6,10,Completed,Completed,Low,Normal,20,1,0,KYC Issue,93.9,Medium,99.3,16.0,54.3,Medium,0
C04105,DWS,Institutional,False,AIF,Luxembourg,2,1,1,3,0,In Progress,In Progress,Low,Low,30,1,1,Missing Documents,55.2,Low,68.8,12.6,32.8,Low,0
C04106,M&G,Institutional,False,Hedge Fund,UK,8,22,1,4,0,Blocked,Completed,Medium,Normal,10,0,1,AML Delay,111.7,Medium,126.8,20.7,78.0,High,0
C04107,SilverStone,Small / Emerging,False,Hedge Fund,Cayman Islands,10,5,2,2,1,In Progress,Pending,Low,Normal,30,0,1,Regulatory Review,86.3,Medium,106.9,18.5,56.8,Medium,0
C04108,Abrdn,Institutional,False,Money Market,Malta,9,24,1,3,7,Completed,Completed,High,Critical,30,0,1,AML Delay,119.1,Medium,128.3,21.0,53.0,Medium,0
C04109,Northern Trust,Institutional,False,Money Market,Luxembourg,6,28,3,4,0,Pending,In Progress,Low,Critical,15,0,2,Missing Documents,117.1,Medium,145.0,21.6,73.0,High,0
C04110,BlackRock,Institutional,False,Real Estate,Malta,1,3,3,6,2,In Progress,Completed,Medium,Normal,30,0,3,Analyst Unavailable,97.7,Medium,128.2,20.3,58.0,Medium,0
C04111,Evercrest,Small / Emerging,False,UCITS,Luxembourg,12,5,3,5,8,In Progress,In Progress,Medium,High,30,0,1,AML Delay,120.8,Medium,115.5,18.7,53.0,Medium,0
C04112,Aon,High Profile,True,Hedge Fund,Malta,25,41,3,5,4,In Progress,Pending,High,High,20,0,3,Missing Documents,234.0,High,202.9,28.4,88.0,Critical,0
C04113,Invesco,Institutional,False,UCITS,Cayman Islands,12,13,3,3,12,Pending,Pending,Low,Normal,30,0,3,None,141.4,High,140.4,22.3,79.0,High,0
C04114,J.P. Morgan,Institutional,False,Private Equity,UK,15,7,1,2,2,Completed,In Progress,Medium,Normal,20,0,2,AML Delay,99.7,Medium,88.2,13.7,62.9,Medium,0
C04115,Liffey Investments,Small / Emerging,False,AIF,Cayman Islands,9,1,4,5,1,Completed,Completed,High,High,10,1,2,AML Delay,119.4,Medium,109.0,17.0,71.0,High,0
C04116,Varagon Generation,High Profile,True,Money Market,Cayman Islands,23,29,6,6,4,Completed,Completed,Medium,High,15,1,5,None,216.0,High,207.4,30.6,84.0,High,0
C04117,RiverRock,High Profile,True,AIF,Ireland,13,31,3,3,12,Pending,Pending,High,Low,15,0,4,None,206.0,High,221.1,31.4,100.0,Critical,1
C04118,M&G,Institutional,False,Money Market,Cayman Islands,8,2,4,5,8,In Progress,Completed,Low,High,30,1,2,KYC Issue,117.1,Medium,98.8,14.9,56.0,Medium,0
C04119,Blue Horizon,Small / Emerging,False,Money Market,Cayman Islands,11,7,1,0,2,Completed,Pending,Low,Low,20,0,0,None,52.9,Low,48.0,10.5,45.8,Medium,0
C04120,BlackRock,Institutional,False,Private Equity,Ireland,12,23,2,1,14,In Progress,Completed,Low,Normal,20,0,2,None,125.5,High,116.3,18.7,63.0,Medium,0
C04121,DWS,Institutional,False,AIF,Luxembourg,2,29,2,0,10,Completed,Completed,Medium,Low,45,0,0,None,69.6,Low,69.9,11.4,36.3,Low,0
C04122,Emerald Capital,Small / Emerging,False,UCITS,UK,5,23,3,4,6,Pending,In Progress,Low,High,45,0,2,None,116.7,Medium,105.9,16.9,66.0,High,0
C04123,Abrdn,Institutional,False,Hedge Fund,Luxembourg,9,21,4,4,7,Completed,Pending,Low,Normal,15,1,1,None,130.7,High,151.6,22.8,70.0,High,0
C04124,Nova Asset Management,Small / Emerging,False,Hedge Fund,Luxembourg,3,16,1,0,0,In Progress,Completed,Low,Normal,20,0,3,AML Delay,67.9,Low,59.1,10.0,51.6,Medium,1
C04125,M&G,Institutional,False,AIF,Malta,7,23,5,6,5,Completed,Completed,Low,Low,15,0,1,KYC Issue,96.8,Medium,87.4,13.9,58.6,Medium,0
C04126,Abrdn,Institutional,False,Real Estate,Cayman Islands,7,10,5,1,15,In Progress,In Progress,Medium,Normal,30,0,2,KYC Issue,136.9,High,105.0,18.4,56.0,Medium,1
C04127,Invesco,Institutional,False,Hedge Fund,Luxembourg,12,22,1,1,5,In Progress,Completed,Medium,Normal,10,1,1,None,113.5,Medium,127.7,21.7,68.0,High,1
C04128,AllianzGI,Institutional,False,Money Market,Malta,2,25,3,4,9,Completed,In Progress,Medium,Normal,20,1,2,Regulatory Review,117.6,Medium,106.3,16.3,63.0,Medium,0
C04129,RiverRock,High Profile,True,Private Equity,Luxembourg,12,24,6,3,16,Blocked,In Progress,High,Critical,15,1,5,AML Delay,274.9,High,290.5,42.7,94.0,Critical,0
C04130,AllianzGI,Institutional,False,AIF,Ireland,15,12,4,0,6,Completed,Pending,Low,Normal,30,1,1,Regulatory Review,108.4,Medium,107.2,17.7,63.0,Medium,1
C04131,RiverRock,High Profile,True,AIF,Malta,11,43,7,3,20,Pending,In Progress,Medium,High,20,0,2,None,217.6,High,186.8,27.2,85.0,Critical,0
C04132,Harbour Capital,Small / Emerging,False,AIF,Luxembourg,2,6,1,0,1,In Progress,Completed,Low,High,15,0,0,Regulatory Review,32.0,Low,35.0,7.6,26.4,Low,0
C04133,J.P. Morgan,Institutional,False,UCITS,Ireland,8,26,1,0,5,In Progress,Failed,High,Critical,30,0,0,Regulatory Review,128.4,High,113.7,16.4,60.0,Medium,0
C04134,Arbour Wealth,Small / Emerging,False,Hedge Fund,Malta,11,8,5,4,9,In Progress,Failed,High,Critical,10,0,2,Regulatory Review,189.8,High,149.3,23.1,81.0,High,1
C04135,RiverRock,High Profile,True,Private Equity,UK,17,16,5,9,5,In Progress,In Progress,High,High,15,1,2,Missing Documents,218.7,High,269.8,37.9,75.0,High,0
C04136,OakBridge,Small / Emerging,False,UCITS,Malta,10,1,5,3,5,Completed,Completed,Medium,Normal,10,1,2,Client Dependency,105.3,Medium,125.9,19.3,71.0,High,0
C04137,GreenRock,Small / Emerging,False,Private Equity,Cayman Islands,4,4,2,2,1,Pending,Failed,High,Low,20,0,1,Missing Documents,115.3,Medium,110.0,19.5,80.0,High,0
C04138,State Street,Institutional,False,UCITS,UK,1,1,2,0,8,In Progress,Completed,Medium,Normal,30,0,2,Missing Documents,64.4,Low,74.1,14.3,40.0,Medium,0
C04139,BNY,Institutional,False,Private Equity,UK,8,23,5,1,15,Pending,Completed,Medium,Normal,30,0,1,AML Delay,141.5,High,171.9,24.2,63.0,Medium,0
C04140,Celtic Investments,Small / Emerging,False,AIF,Cayman Islands,11,10,3,2,8,Completed,Completed,Medium,Normal,30,0,1,Missing Documents,89.1,Medium,78.8,14.5,48.1,Medium,0
C04141,AllianzGI,Institutional,False,Real Estate,Luxembourg,4,26,1,1,5,Completed,Completed,High,Low,30,0,1,Missing Documents,94.1,Medium,104.9,16.4,50.3,Medium,0
C04142,Apollo,High Profile,True,Private Equity,Ireland,19,36,3,8,18,Completed,Pending,High,Critical,20,0,3,Client Dependency,259.5,High,211.6,30.4,88.0,Critical,0
C04143,Varagon Generation,High Profile,True,Private Equity,Cayman Islands,10,22,4,3,13,Pending,Completed,Medium,Critical,15,0,1,Missing Documents,174.0,High,155.6,22.8,82.0,High,0
C04144,Invesco,Institutional,False,UCITS,Luxembourg,8,13,1,1,8,Completed,Failed,Medium,High,30,0,3,Missing Documents,121.4,Medium,110.0,18.5,69.0,High,0
C04145,Blue Horizon,Small / Emerging,False,Private Equity,Ireland,12,1,4,2,13,Completed,Pending,Medium,Normal,45,0,3,AML Delay,142.1,High,166.8,23.6,69.0,High,0
C04146,Blue Horizon,Small / Emerging,False,Hedge Fund,Luxembourg,3,11,3,3,8,In Progress,In Progress,Medium,Normal,30,0,0,Analyst Unavailable,94.8,Medium,103.6,17.9,47.7,Medium,0
C04147,Northern Trust,Institutional,False,UCITS,Cayman Islands,2,10,3,4,10,In Progress,Completed,High,Normal,30,0,0,None,95.9,Medium,116.3,20.5,48.2,Medium,0
C04148,Varagon Generation,High Profile,True,AIF,UK,12,28,6,6,20,Pending,Pending,High,High,10,0,5,None,259.8,High,204.2,29.8,100.0,Critical,0
C04149,State Street,Institutional,False,Real Estate,Luxembourg,3,26,4,6,14,In Progress,Completed,Low,Normal,20,0,2,None,134.6,High,117.5,19.0,63.0,Medium,1
C04150,Goldman Sachs,Institutional,False,Money Market,UK,10,20,2,3,10,Completed,In Progress,Medium,High,15,0,1,KYC Issue,113.5,Medium,84.6,13.4,60.0,Medium,0
C04151,M&G,Institutional,False,UCITS,Cayman Islands,11,13,4,3,15,In Progress,Completed,Medium,Normal,15,1,1,None,135.6,High,156.7,24.5,60.0,Medium,1
C04152,OakBridge,Small / Emerging,False,Hedge Fund,Cayman Islands,10,27,1,0,2,In Progress,Completed,Medium,High,45,1,3,None,126.7,High,98.8,17.8,59.0,Medium,0
C04153,Aon,High Profile,True,Private Equity,Luxembourg,17,23,3,9,15,Blocked,Pending,Medium,Critical,15,1,5,None,282.3,High,325.3,46.6,100.0,Critical,0
C04154,M&G,Institutional,False,Private Equity,Cayman Islands,3,11,3,4,15,In Progress,Completed,Medium,Normal,15,0,1,AML Delay,115.4,Medium,88.7,15.4,60.0,Medium,0
C04155,Invesco,Institutional,False,Money Market,UK,7,18,2,2,2,Completed,In Progress,Low,Normal,10,0,0,None,57.4,Low,66.2,12.4,45.8,Medium,0
C04156,GreenRock,Small / Emerging,False,Hedge Fund,Malta,7,22,4,2,2,In Progress,In Progress,High,Normal,20,0,0,None,114.6,Medium,105.0,16.3,57.0,Medium,0
C04157,Legal & General,Institutional,False,AIF,UK,6,6,3,6,1,Completed,In Progress,Low,Normal,15,0,2,AML Delay,77.8,Medium,82.9,13.4,53.0,Medium,0
C04158,AllianzGI,Institutional,False,AIF,Malta,10,23,4,4,12,Pending,Completed,Low,Critical,30,0,2,Regulatory Review,147.0,High,113.9,16.5,66.0,High,0
C04159,DWS,Institutional,False,Hedge Fund,Cayman Islands,9,4,5,2,14,Pending,Completed,Medium,High,20,0,2,None,145.7,High,146.1,21.9,73.0,High,1
C04160,Aon,High Profile,True,UCITS,Ireland,20,11,5,8,17,Completed,Pending,High,High,20,0,4,Missing Documents,236.4,High,279.9,41.6,91.0,Critical,0
C04161,Legal & General,Institutional,False,AIF,Ireland,15,12,1,5,12,Blocked,Completed,Low,Normal,45,0,3,None,144.2,High,126.8,20.2,69.0,High,1
C04162,J.P. Morgan,Institutional,False,Private Equity,UK,1,22,2,0,9,Blocked,In Progress,High,Normal,20,0,3,Regulatory Review,145.5,High,147.2,22.8,76.0,High,0
C04163,Aon,High Profile,True,Private Equity,Ireland,14,27,6,3,7,In Progress,In Progress,High,High,30,1,2,None,209.0,High,218.8,32.2,68.0,High,0
